frame,time,ankle_angle_r_angular_velocity_deg_per_s,ankle_angle_r_angular_velocity_rad_per_s,subtalar_angle_r_angular_velocity_deg_per_s,subtalar_angle_r_angular_velocity_rad_per_s,mtp_angle_r_angular_velocity_deg_per_s,mtp_angle_r_angular_velocity_rad_per_s,ankle_angle_l_angular_velocity_deg_per_s,ankle_angle_l_angular_velocity_rad_per_s,subtalar_angle_l_angular_velocity_deg_per_s,subtalar_angle_l_angular_velocity_rad_per_s,mtp_angle_l_angular_velocity_deg_per_s,mtp_angle_l_angular_velocity_rad_per_s,talus_r_linear_velocity_magnitude_mm_per_s,talus_r_linear_velocity_magnitude_m_per_s,talus_r_linear_velocity_x_m_per_s,talus_r_linear_velocity_y_m_per_s,talus_r_linear_velocity_z_m_per_s,calcn_r_linear_velocity_magnitude_mm_per_s,calcn_r_linear_velocity_magnitude_m_per_s,calcn_r_linear_velocity_x_m_per_s,calcn_r_linear_velocity_y_m_per_s,calcn_r_linear_velocity_z_m_per_s,toes_r_linear_velocity_magnitude_mm_per_s,toes_r_linear_velocity_magnitude_m_per_s,toes_r_linear_velocity_x_m_per_s,toes_r_linear_velocity_y_m_per_s,toes_r_linear_velocity_z_m_per_s,talus_l_linear_velocity_magnitude_mm_per_s,talus_l_linear_velocity_magnitude_m_per_s,talus_l_linear_velocity_x_m_per_s,talus_l_linear_velocity_y_m_per_s,talus_l_linear_velocity_z_m_per_s,calcn_l_linear_velocity_magnitude_mm_per_s,calcn_l_linear_velocity_magnitude_m_per_s,calcn_l_linear_velocity_x_m_per_s,calcn_l_linear_velocity_y_m_per_s,calcn_l_linear_velocity_z_m_per_s,toes_l_linear_velocity_magnitude_mm_per_s,toes_l_linear_velocity_magnitude_m_per_s,toes_l_linear_velocity_x_m_per_s,toes_l_linear_velocity_y_m_per_s,toes_l_linear_velocity_z_m_per_s
21,0.875,66.04701639460367,1.1527378972045084,-21.39958359999683,-0.37349319237572587,-7.01767089346935,-0.12248146291241238,16.111881493157885,0.28120538074674534,-89.56157248531274,-1.563144323132268,26.632772436116248,0.46482956794461966,2220.408110595482,2.220408110595482,1.5642650412918144,-1.5705301803394796,-0.12931361426144508,2280.0277681034536,2.2800277681034538,1.648174277420722,-1.5732422131327155,-0.08340931236243292,2253.6811115073756,2.2536811115073756,1.560321436644688,-1.594343430308779,-0.320225846776008,6511.214672413789,6.511214672413789,-5.274133514036286,-1.7062233654120176,3.4158796837268657,6713.712739011191,6.713712739011191,-5.790456782607174,-1.7389909008695326,2.9189826373948686,7554.817188733562,7.554817188733562,-5.391286607837976,-1.9665499056218088,4.913448171704859
22,0.91667,-13.15998349198927,-0.22968504144331356,-15.856910944927305,-0.2767553051845067,-69.12661691033105,-1.2064870658500666,141.98946905326795,2.4781837381381213,-35.584177617012855,-0.6210610610313441,236.10757400084512,4.120854555210908,2809.520569368721,2.809520569368721,2.5718696174044857,-1.1213054066514527,-0.14685600359490777,3030.6246630839587,3.030624663083959,2.8056522796901846,-1.1457194233787473,0.018114548150601085,2966.505994252295,2.966505994252295,2.628595588131149,-1.1719414619681991,-0.7191635820257429,4740.148969424296,4.740148969424296,-2.9671283714600207,-1.2219767505269505,3.488829932912009,5000.928653849521,5.00092865384952,-3.5647296607995007,-1.2836840789553248,3.2640687847755396,5523.775384596506,5.523775384596506,-2.5478875805841303,-1.3076975845106225,4.72337701265149
23,0.95833,5.856791766948786,0.10222029993695271,-14.193584088674486,-0.2477247750060486,-69.28118269925913,-1.2091847477778042,225.05121109812933,3.92788461926316,37.04371861523092,0.6465348570180941,319.3794583359449,5.574223111198288,2602.465882612013,2.602465882612013,2.53732365824772,-0.5436584575211717,-0.19812320667107505,2766.692564751499,2.766692564751499,2.709777236156489,-0.5573477816020872,-0.03253503653846332,2799.9975407341676,2.7999975407341675,2.6576968551082656,-0.5826776095210385,-0.6611508586002662,3471.355092496298,3.4713550924962977,-1.9635381002696257,-0.43460170179963137,2.8294779850322906,3861.617555765427,3.861617555765427,-2.5808653806300885,-0.47347777976019095,2.833203633015851,3954.2983731550567,3.9542983731550567,-1.233341141040085,-0.4028163732271379,3.735382741194643
24,1.0,36.34267664567436,0.6342993664546662,-26.089322001368497,-0.4553445685368768,-69.6172262893729,-1.2150498148555116,254.65016953530568,4.444483899152843,77.72631316697097,1.3565800801998644,264.6277387785931,4.6186253337939265,2140.268366351554,2.1402683663515543,1.8270436396323042,0.9892454300677433,-0.5138615552601496,2178.8806599333957,2.178880659933396,1.9054717730926565,0.9699922858710369,-0.41930086755168977,2342.6102080501496,2.3426102080501496,1.9337988197302864,1.0953980554114269,-0.7405051059050044,2356.340320368676,2.3563403203686764,-1.181051660734085,1.8040739663190233,0.9501440965045066,2694.7898049883083,2.694789804988308,-1.6348250970183622,1.8440335381079676,1.0903115635270666,2444.651672043209,2.444651672043209,-0.5791978009862241,1.917607440403792,1.4012970454062899
25,1.04167,41.94236988823813,0.7320324506390815,51.46023790466738,0.8981505852960336,-69.74711998222281,-1.217316887473317,80.53648189413246,1.4056267770254107,111.8048696891048,1.9513630958380876,36.262439826855484,0.6328989697849506,2192.574195504198,2.192574195504198,2.1803173796862194,-0.02674270311304777,-0.22996207178425673,2263.6869934602505,2.2636869934602504,2.2597230107257262,-0.07172582931646702,-0.11307574703105756,2351.0290876074264,2.3510290876074262,2.295773664995833,-0.10192437168503059,-0.49635921704388536,2742.182796853958,2.742182796853958,0.2547866124628481,1.345671765204093,-2.3756720678166006,2905.941645445962,2.905941645445962,0.4616005689027289,1.4478936594740357,-2.476898405744722,3025.1432714125626,3.0251432714125626,-0.27213017660735517,1.4231134611037726,-2.6555950475133803
26,1.08333,64.2035146349442,1.1205627217321414,33.85169048648707,0.5908234563552405,1.9438512117197646,0.03392660381339128,-11.438668169759358,-0.1996424216053745,66.22015785791076,1.155759785810938,-72.77870274678978,-1.2702279882617225,1809.6430693908874,1.8096430693908874,1.786802316364401,0.2865944696170932,0.003021723710168641,1829.7531949547347,1.8297531949547348,1.8141124678299136,0.23132210675192513,0.059015179733445125,1918.409115185409,1.918409115185409,1.8735198492736096,0.39706479684698953,-0.11205558758542043,4612.259543727643,4.612259543727643,1.8801588423825633,1.9509003703776289,-3.73254987521638,4982.603634776836,4.982603634776836,2.449200065217233,2.0408309885245797,-3.8291992502491983,5193.453007026472,5.193453007026472,0.9706157134006231,2.190040042637301,-4.607991306929442
27,1.125,-5.434865073893139,-0.09485628994108018,25.062112636970692,0.4374163830208169,48.71007045138253,0.8501511082550256,-67.02863208584121,-1.1698703230058436,-83.38615083413654,-1.4553628826202987,-226.3574179533344,-3.950682229598609,1735.9392535869963,1.7359392535869962,1.733914064165207,-0.08356379524306005,0.006648485455147948,1808.49027801655,1.8084902780165502,1.7984135276212163,-0.1315736415891413,0.137964655576577,1910.3659116170343,1.9103659116170342,1.8894121690937289,-0.13480061731780177,-0.2478878075252021,4870.919771726453,4.870919771726453,3.3630379561700416,1.4729999883700677,-3.2009539456569964,5229.547544571114,5.229547544571114,4.002302420176494,1.3980586265012829,-3.061890745151514,5500.941156152407,5.500941156152407,2.8653956729787233,1.7136957595638402,-4.371854078578001
28,1.16667,20.187780203870688,0.3523432332264756,70.30138885691854,1.2269907042780812,62.56415324968532,1.0919504679293188,-28.587125791734522,-0.4989394687475582,-185.3824375245675,-3.235533910176389,-306.124890136152,-5.342887255181765,1401.7784055227355,1.4017784055227356,1.3964519330229062,0.04243701946715347,0.1144718145448752,1453.7582356232951,1.4537582356232952,1.4390631033300263,0.07690386661156934,0.19130130051021654,1472.713587225536,1.472713587225536,1.4665456793134861,-0.13308414086638665,-0.02043751294818285,2293.235740923783,2.293235740923783,1.8477139496992054,-0.43991574973318437,-1.285051538528282,2456.796790836539,2.456796790836539,2.0925557267216672,-0.6329964641647013,-1.1208820091267673,2519.208484960309,2.5192084849603087,1.808423803726313,-0.4257376542444954,-1.7014000665835365
29,1.20833,-46.95256446948257,-0.8194768422473754,-6.383154895638865,-0.11140706959369322,12.639732834393334,0.22060495453259882,-51.38541577069634,-0.8968446927048707,-53.054931065182394,-0.925983231506055,-15.463806814270859,-0.26989434380136174,1117.9043854477218,1.1179043854477217,0.04557158531503978,1.075275803894253,-0.30234978282560504,1165.1631203320742,1.1651631203320743,0.051758464459782556,1.1233143433320476,-0.3051082503034484,1154.2823588698077,1.1542823588698077,0.04773200330857891,1.1143178477404092,-0.2972964077572738,771.9113727585632,0.7719113727585631,-0.33107189621653094,0.6912250216626489,-0.09190503988939054,754.9992522715416,0.7549992522715416,-0.33924356997156324,0.668361790181354,-0.09072038684392669,796.2745166122344,0.7962745166122344,-0.3346716390455008,0.7195078977529016,-0.0660029158132101
30,1.25,-85.63267649330304,-1.49457215210329,-32.52305058485767,-0.5676343154984338,-35.7113035057048,-0.6232798263535423,-48.49744301561273,-0.8464400594207698,83.5297548127039,1.4578692448652624,118.25076373738419,2.0638651702152693,923.2471101748222,0.9232471101748222,-0.4474013750576579,0.7416780314801361,-0.31957930731264084,966.705293817632,0.9667052938176319,-0.4341469584593867,0.8073904716284788,-0.3068487736313119,893.9579827618286,0.8939579827618286,-0.43831406264445766,0.70121495993211,-0.3396163090888268,1075.0552635929666,1.0750552635929667,-0.9050036266263717,0.5311007004205276,0.23376120633005557,1143.873102982681,1.143873102982681,-0.9680312115252926,0.5813076366244203,0.18287340113376827,1171.2569033646903,1.1712569033646902,-0.9284993284521592,0.6485248544618368,0.298575357135491
31,1.29167,-166.5742548209822,-2.907269195682177,-113.58904130718022,-1.9825027649941385,-17.541827818515003,-0.30616265225102113,-40.17662984778517,-0.7012144731988795,19.494481468818226,0.34024288759989835,41.613956984232345,0.7263005641581445,2037.7267309742178,2.0377267309742177,-2.037037011099166,-0.049308646860985385,-0.01947056454721899,2060.8675918026393,2.0608675918026393,-2.059369442529859,0.004508611479050416,-0.0784372522415002,2108.340706955614,2.108340706955614,-2.1039935390755238,0.09137948468517029,0.09980738406161858,966.5618802700446,0.9665618802700446,-0.2885597170414837,-0.7960502838727962,0.46613206673446483,1003.6857864903424,1.0036857864903423,-0.30250322741514596,-0.8346824472059794,0.4681689521234775,876.6530576407526,0.8766530576407526,-0.3099169752882165,-0.6727901098966754,0.46885554270404356
