frame,time,hip_flexion_r_angular_velocity_deg_per_s,hip_flexion_r_angular_velocity_rad_per_s,hip_adduction_r_angular_velocity_deg_per_s,hip_adduction_r_angular_velocity_rad_per_s,hip_rotation_r_angular_velocity_deg_per_s,hip_rotation_r_angular_velocity_rad_per_s,hip_flexion_l_angular_velocity_deg_per_s,hip_flexion_l_angular_velocity_rad_per_s,hip_adduction_l_angular_velocity_deg_per_s,hip_adduction_l_angular_velocity_rad_per_s,hip_rotation_l_angular_velocity_deg_per_s,hip_rotation_l_angular_velocity_rad_per_s,femur_r_linear_velocity_magnitude_mm_per_s,femur_r_linear_velocity_magnitude_m_per_s,femur_r_linear_velocity_x_m_per_s,femur_r_linear_velocity_y_m_per_s,femur_r_linear_velocity_z_m_per_s,femur_l_linear_velocity_magnitude_mm_per_s,femur_l_linear_velocity_magnitude_m_per_s,femur_l_linear_velocity_x_m_per_s,femur_l_linear_velocity_y_m_per_s,femur_l_linear_velocity_z_m_per_s,pelvis_linear_velocity_magnitude_mm_per_s,pelvis_linear_velocity_magnitude_m_per_s,pelvis_linear_velocity_x_m_per_s,pelvis_linear_velocity_y_m_per_s,pelvis_linear_velocity_z_m_per_s
13,0.54167,8.41864383994142,0.1469330535597163,37.08448616897514,0.6472463850589144,-92.90484389490075,-1.6214954170173708,-97.37858512479042,-1.699576931361166,-11.790008217516386,-0.2057744622328487,-12.980679667337572,-0.22655559934172287,539.6769764036629,0.539676976403663,0.20276593280862734,-0.5001354652369999,0.001315965279418272,493.5270277570975,0.4935270277570975,0.046694596265184546,-0.4909809241627859,0.018063053857058628,439.41797156227517,0.4394179715622752,0.12303703203743704,-0.4218412526997842,0.0
14,0.58333,-21.026181290753247,-0.3669760926448753,27.068192601275342,0.47242908345622336,-37.574470517688525,-0.655798225227203,-99.75937498640883,-1.7411295532445075,-6.18311546426599,-0.10791572288241932,-43.64524987993925,-0.7617533132605997,634.7250064620024,0.6347250064620024,0.12531497417821705,0.4626270446191309,-0.4161108129595654,639.830410406141,0.639830410406141,0.10083500605275059,0.4638803732034622,-0.4289874764972158,641.0081127190572,0.6410081127190572,0.114276096675468,0.46882501200191995,-0.42194251080172795
15,0.625,9.33217246021186,0.16287713579463647,19.551202038910574,0.34123284830161804,-4.814606062251664,-0.08403072797277061,-97.75877927721058,-1.706212571117727,9.595652935487706,0.1674757376029195,-23.274454443889535,-0.4062158616512982,274.54797360674127,0.27454797360674127,-0.08393998966532876,0.094040023184864,-0.24389986056974827,239.66745663162698,0.23966745663162697,0.03931553552040301,0.08735148661251635,-0.21969182101662343,240.78607994213422,0.24078607994213422,-0.029294531437485012,0.04687125029997602,-0.2343562514998801
16,0.66667,14.498178578934949,0.25304095174452745,14.46271126406709,0.2524219303232418,6.534635428133252,0.11405090363839454,-71.6811206754713,-1.251071567306356,-7.504461017151637,-0.1309775533368587,-27.09075216656487,-0.47282282214834426,515.6405606117727,0.5156405606117727,-0.0658540494555846,-0.5114069939346261,-0.0033642938447736694,514.1405381015178,0.5141405381015178,-0.04928468771051785,-0.5117502892249091,0.004811855652133768,518.9019993748439,0.5189019993748438,-0.058589062874970024,-0.5155837532997362,0.0
17,0.70833,-19.63769665207144,-0.342742464086514,34.466332419758444,0.6015509818116491,52.44376480913833,0.9153163680609995,-32.66616272662382,-0.5701320935718339,-6.115536852304746,-0.10673625359976799,-37.34365750119378,-0.6517697781329097,167.8386414942875,0.16783864149428748,-0.14758230228579727,0.07387198797510722,-0.030531999988162146,183.94700862726992,0.18394700862726993,-0.1430164520064054,0.07089032499594461,-0.09141858815574548,150.21159969161027,0.15021159969161027,-0.134787190950552,0.046882501200191995,-0.046882501200191995
18,0.75,-32.5520580283814,-0.5681405908955093,23.082209455535146,0.402860553634056,11.244064932348408,0.1962459543775132,15.471304403687977,0.2700252014226531,-18.64874538106615,-0.3254820082656889,-16.89377544011123,-0.2948520045224951,281.43195487734977,0.2814319548773498,-0.2545412993700007,-0.030673434186788504,0.1160681376446916,289.82997142816737,0.28982997142816735,-0.2849461765119949,-0.03138863270821148,0.042683047758523086,278.28263005454687,0.2782826300545469,-0.2577918766498681,-0.04687125029997602,0.09374250059995204
19,0.79167,-39.91055645029765,-0.6965706163607546,11.923136088239989,0.20809798190314496,22.174166467359505,0.3870122137407431,113.11756038050844,1.974273870463362,-56.72729413989765,-0.9900780584884988,66.80775487721077,1.1660152884726278,789.6608515365232,0.7896608515365232,-0.28979522248724265,-0.5664887232605378,0.46762540124719726,761.6390338204149,0.7616390338204149,-0.1958349439375173,-0.5702249203364514,0.4653882602721862,806.2810899336384,0.8062810899336385,-0.2431446109311256,-0.6093262538996882,0.4687125029997602
20,0.83333,-87.2207625840096,-1.5222894831912448,18.841935580174756,0.3288538133227175,-41.3786682040586,-0.7221940002511114,208.33369499985167,3.6361089205930592,-52.850053224294705,-0.9224074386181877,60.397381770286856,1.0541331714755071,764.923386020099,0.764923386020099,-0.10038038829285188,-0.5405623353105634,0.5318119270665334,731.8637687670667,0.7318637687670667,-0.09468139162214678,-0.541386441776973,0.48328121293352216,768.5783419791464,0.7685783419791464,-0.09083448839027372,-0.5625900144023039,0.515707513202112
21,0.875,-104.1865399801863,-1.8183981589149585,2.106206380208194,0.036760236061144515,15.214640917072403,0.26554557851156296,250.70480605072746,4.375624316158996,-8.237584928300821,-0.14377297941151035,-18.219349801664325,-0.3179876416116183,1047.3994648029998,1.0473994648029998,-0.13160189193073787,-0.8930254817895822,0.5312551833011564,1087.6513467476302,1.0876513467476303,-0.05626252208478109,-0.8926993512638133,0.6187954823233284,1058.5667199189068,1.0585667199189068,-0.10546031317494604,-0.8905537556995443,0.5624550035997122
22,0.91667,-116.6047200381384,-2.035136288031723,-23.260877257359017,-0.40597889504318324,17.487394336723835,0.3052126087704408,231.19435203209224,4.035102654974852,-2.10965804234021,-0.036820478930014604,-23.45403987652216,-0.40935021873935595,805.4477349802842,0.8054477349802842,0.0666447014210177,-0.6112429859371018,0.5202754556002709,887.7633198178859,0.8877633198178859,0.07112863855107902,-0.6057216533517165,0.6451090663235225,797.1773526402039,0.797177352640204,0.05273015658747302,-0.5624550035997122,0.5624550035997122
23,0.95833,-107.30975291210244,-1.8729085078177607,-29.401619895261124,-0.513155072592177,14.220056227758024,0.2481868009931022,243.6586964184448,4.252646503619177,13.951141601684755,0.24349335536135427,-40.02883591224269,-0.6986349824091829,212.0587036644521,0.21205870366445212,0.15233379113119025,-0.10936579564644397,0.09900723520060077,291.66026229456196,0.29166026229456193,0.1390042982591325,-0.09869247231412488,0.23665018397572501,194.5630309238209,0.19456303092382088,0.12599636429041772,-0.046882501200191995,0.14064750360057598
24,1.0,-75.3126832673899,-1.3144542915275947,-29.366827308531498,-0.5125478273984593,29.350717901885684,0.5122666652119472,171.0312545296307,2.985058515358521,27.62181348258018,0.4820915906427855,-21.632256160071485,-0.37755409462807293,1182.7018348153872,1.1827018348153873,0.1591967540820612,1.0677685061318145,-0.48302219501639104,1155.4745531895492,1.1554745531895492,-0.0037433490611278454,1.0801843524637174,-0.410255036652732,1264.0038697055927,1.2640038697055926,0.07030687544996403,1.1717812574994004,-0.4687125029997602
25,1.04167,-86.26197967528543,-1.5055555646221597,-7.530710827144892,-0.13143569894926393,13.394112367623979,0.23377136119713157,75.72115583580495,1.321583482750515,53.15681538321498,0.9277614483118728,-40.73984581034252,-0.7110444461452944,701.5304937769354,0.7015304937769353,0.28470515461027457,0.5121164708678763,-0.3857780824555511,631.0243992378214,0.6310243992378214,0.15025856056057718,0.5308203426001298,-0.30633955228405874,745.0780593486863,0.7450780593486863,0.20799117320614302,0.6093262538996866,-0.37497000239980716
26,1.08333,-81.30962737291956,-1.4191207112271536,-10.227179395839542,-0.17849795364952448,-0.3481402839222577,-0.006076194213271276,6.462106181861783,0.11278502948696759,39.38998680705327,0.6874849621002079,5.913749251446773,0.10321439557509622,551.3778479692545,0.5513778479692545,0.2614788950720042,0.4148174236442303,-0.25213651799034054,513.0083024916687,0.5130083024916687,0.04758392167789593,0.43681648792810956,-0.2647728171419549,607.6172130901408,0.6076172130901408,0.15529828522563682,0.5157075132021147,-0.28129500720115347
27,1.125,-62.41217615582451,-1.0892979672538352,14.67148582649395,0.25606573383200093,15.845099501597876,0.27654915660899543,-4.785989075379979,-0.08353126732985972,27.93573490661097,0.48757055308467206,77.41998805087697,1.3512336983424702,660.6694911064238,0.6606694911064238,0.3116556228937957,0.4478172629978654,-0.37257837854416875,630.6623854419574,0.6306623854419574,0.1718915278373185,0.46771122506976676,-0.38656766162320205,702.3848828333893,0.7023848828333893,0.2226384389248855,0.5155837532997348,-0.42184125269978306
28,1.16667,-52.4670291793742,-0.9157224079200184,-22.304232724877114,-0.3892822981801722,34.532004375569876,0.6026971736667829,17.24046173507072,0.3009028218410784,-32.65452743723122,-0.5699290194625108,127.26712716312443,2.2212303985508317,326.89735566612336,0.3268973556661234,0.1389734430910441,-0.12133199876236436,-0.26986442769148716,323.4028086894271,0.3234028086894271,0.07124664630711362,-0.1121145202182651,-0.2948620464122629,349.6250475235964,0.34962504752359636,0.07616578173746083,-0.09374250059995179,-0.32809875209983125
29,1.20833,-31.98294809377293,-0.5582077487307817,-39.30478599546862,-0.6859979274126844,10.131242806868842,0.17682354429885327,21.355579910088107,0.37272518310379205,5.6455148807572675,0.09853282263954938,24.990611387474612,0.4361684507978204,354.5269547982033,0.3545269547982033,0.08203615034307626,0.2296052182802384,-0.2573730278289851,382.5618275870887,0.38256182758708873,0.04228517463215276,0.23234079391179258,-0.30097054908668336,371.29832876165784,0.37129832876165786,0.061533282825252326,0.23441250600096122,-0.28129500720115347
30,1.25,-39.33639834014917,-0.6865496669116353,-40.90492323905952,-0.7139255907971322,24.471658477671408,0.4271110138589493,-9.840741175432843,-0.17175333434788004,29.485955280591494,0.51462700274213,-34.685204481347235,-0.6053710199270014,343.6073223911147,0.3436073223911147,-0.15176584144447608,0.17127574191037334,-0.2563157069016504,316.08469782081215,0.31608469782081217,-0.15101667099328553,0.17590450674102281,-0.21485135742363218,333.9576583873282,0.3339576583873282,-0.14647265718742467,0.18748500119990358,-0.23435625149987946
31,1.29167,45.764867479433754,0.7987476192549973,-48.98654725638973,-0.8549765388077956,22.749955555785963,0.3970616291308416,-22.527920403493273,-0.3931863846681671,14.59360602212035,0.2547064748248725,9.788398411367869,0.17083978077535167,858.6203416831369,0.8586203416831368,-0.21927414508011184,-0.7643297990506445,0.32395632226374943,887.5010369431409,0.8875010369431409,-0.26910989325138596,-0.7436920305164633,0.40269109709016154,816.6451613758278,0.8166451613758278,-0.25486242350611893,-0.7030687544996385,0.32809875209983125
32,1.33333,129.82282654989118,2.2658357675411116,-63.52804038042296,-1.1087734719782916,86.03612598013768,1.501613674014036,-99.49683632974032,-1.736547389271879,21.012234032645015,0.36673266706926116,-0.48300655067316983,-0.008430054617947647,376.7799626723646,0.37677996267236463,-0.21777836050600471,-0.2233099605507204,0.2113489708646362,411.72105411878476,0.4117210541187848,-0.2563947590852219,-0.21005558154929885,0.2442388310205816,373.7758678678131,0.3737758678678131,-0.22269188070091317,-0.18753000480076898,0.23441250600096122
33,1.375,158.75904186948304,2.7708679979340127,15.836827084542069,0.27640477569427346,22.040823747234008,0.38468494424098787,-131.96471138679678,-2.303218710143656,71.11345151023959,1.2411638713110147,-19.486499894034065,-0.3401035828404206,245.62556185201316,0.24562556185201317,-0.18248182994328918,-0.12570901371347296,0.10596953452219891,235.76354450705205,0.23576354450705206,-0.01350723927559425,-0.1476627475270725,0.18329679865845067,277.54152985715007,0.2775415298571501,-0.08202468802495781,-0.18748500119990358,0.18748500119990358
34,1.41667,206.5809722444007,3.605518137635812,32.68057326097138,0.5703836048431706,-47.580361145760676,-0.8304339612815054,-156.89541160449616,-2.738341513770177,17.115992672058823,0.2987304268746485,34.45820699259046,0.6014091663544369,170.37322905385088,0.17037322905385088,-0.03845479409987036,0.06731448483633012,0.15171363195241222,225.55462812652738,0.22555462812652738,0.17138552488341177,0.033539949860651695,0.14274790328785383,205.6467760874154,0.20564677608741538,0.07030687544996383,-0.046871250299975895,0.18748500119990358
35,1.45833,151.83621460227025,2.6500418685743083,33.36126157068674,0.5822638570275386,-19.65154469815713,-0.34298415808567717,-167.74348259328391,-2.9276760700146007,-20.532364677152685,-0.3583573668364969,-50.26286616146436,-0.8772525060067968,242.94035334108793,0.24294035334108793,-0.07924298741070092,-0.04740901366484284,0.22470636317435894,261.26493417990025,0.26126493417990027,0.21366390882062714,-0.0894613352980231,0.12084605656045648,341.5109452903136,0.3415109452903136,0.08204437710033644,-0.23441250600096122,0.23441250600096122
36,1.5,177.4313566983821,3.096761370667263,23.318269863400385,0.4069805849849051,-72.322475928652,-1.262265328149321,-126.70359769361056,-2.2113949538757978,-36.63170110285543,-0.6393437948512652,36.81558226962568,0.6425531266438149,270.6327358381634,0.2706327358381634,0.22452012623474935,0.017399349629178062,0.15010014408808198,229.80361505360767,0.22980361505360766,0.2101846870713473,0.010665040351459359,0.0922949387925917,270.79621478062836,0.2707962147806284,0.23142679835613097,0.0,0.14061375089992767
37,1.54167,62.78738173590328,1.095846539998065,-3.793671926397444,-0.06621206585611138,13.466418569293326,0.2350333424858727,-156.73852248026412,-2.7356032819917577,-49.63440759759386,-0.8662838348549016,-13.475269105847687,-0.23518781348931442,416.6354004060851,0.4166354004060851,0.12345256237838347,0.38449072511698973,-0.10252513844302588,543.1038404028061,0.5431038404028061,0.3169495223493686,0.3626342583023037,-0.25100035149043487,360.02490493894504,0.36002490493894507,0.23435625149987946,0.23435625149987946,-0.14061375089992767
38,1.58333,45.82964783817065,0.7998782498055792,35.29347508574261,0.6159873447167965,-42.475926029009884,-0.741344762039783,-136.31873916021505,-2.3792108305130824,-3.9122142259215704,-0.06828101928569269,-5.793953969431235,-0.10112357347556994,1545.8251373322153,1.5458251373322152,0.2596042674719813,1.3758743604787376,-0.6550959652567878,1605.2308958314052,1.6052308958314052,0.26825881610967545,1.3659793599202499,-0.799314596878473,1515.5452880502778,1.5155452880502778,0.28129500720115347,1.312710033605383,-0.7032375180028837
39,1.625,11.096533087419902,0.19367103793196905,49.9364682945944,0.87155578855843,-59.06378213427294,-1.0308574669236663,-109.92204033669101,-1.9185015243852743,-5.889963501072442,-0.10279925591600668,-32.631381152284334,-0.5695250405805827,369.77871047554186,0.36977871047554184,0.25618840156483713,-0.234453518498793,-0.12702497899289122,305.5260059264745,0.3055260059264745,0.12522089072260176,-0.23269699093017818,-0.15335572775759934,303.816917204377,0.303816917204377,0.19334390748740057,-0.18748500119990358,-0.14061375089992767
40,1.66667,-59.95641120935186,-1.0464367832828252,45.055721414791535,0.78637068554943,-56.214896332656174,-0.9811350296721358,-109.13107119785248,-1.9046965086308778,-23.322081185506143,-0.4070471051045046,-33.64599593496657,-0.5872334091777945,452.47934909917035,0.45247934909917037,0.06501941278108381,0.12404975314377165,-0.43025770889988857,486.8310262417618,0.4868310262417618,-0.09781555617945561,0.13251770363741963,-0.4581218432945276,483.2798679379376,0.4832798679379376,-0.011717812574993974,0.18748500119990358,-0.445276877849771
41,1.70833,28.8496383927322,0.5035211779629418,10.889187768887714,0.19005217943498595,1.0389053756861524,0.018132319422392,-78.39453890573373,-1.368242819487846,-25.474430558203302,-0.44461268831130457,-6.480265904438521,-0.11310197643718041,319.8508503216575,0.3198508503216575,0.08905518386893971,-0.0003834384253433692,-0.3072028542389062,312.384723657872,0.31238472365787195,0.09743950141489235,-0.0006352487345240893,-0.29679851010048464,317.98609416175145,0.31798609416175144,0.09083484607537248,0.0,-0.3047362578012496
42,1.75,6.115694508925152,0.10673900522688165,9.668916208860093,0.16875442294405635,44.74741167390311,0.7809896654549564,-47.02942629074332,-0.8208183340974549,-21.548023474693498,-0.37608395693043056,-25.72079638716254,-0.4489125831910485,456.7997200016315,0.4567997200016315,-0.030773740779417996,-0.45232015288874444,0.055905638022590874,462.3281335544186,0.46232813355441865,-0.12092934199480322,-0.4454542470830839,0.026342191941050905,429.7518744818169,0.4297518744818169,-0.06737742230621535,-0.42184125269978306,0.046871250299975895
43,1.79167,-9.171150790845171,-0.16006677749713008,26.54493515782161,0.46329651823238766,31.310022864508557,0.5464629878603807,5.615420402153859,0.09800757490124892,-31.807012866357432,-0.5551370997421363,36.753124301358866,0.6414630294534529,394.7289946290242,0.3947289946290242,-0.2413065507310679,-0.29364906971992955,0.10654741492750867,370.9003782480313,0.3709003782480313,-0.21461033552191264,-0.2975683576173274,0.054429468274373866,405.8429326490414,0.4058429326490414,-0.219708985781137,-0.32809875209983125,0.09374250059995179
44,1.83333,-43.54170552553934,-0.7599461233544694,42.61011894265342,0.7436868702157071,-25.929004186428404,-0.4525464948165692,108.65734505871467,1.8964284277501624,-30.143862433139404,-0.5261096487265117,36.1157773215334,0.6303392261778566,666.2500332634942,0.6662500332634942,-0.3479371062849686,-0.4523600515584467,0.3438011934936949,602.3983698317188,0.6023983698317188,-0.2623820499451311,-0.4600974956041816,0.28696646211929194,680.4274735661862,0.6804274735661863,-0.29887594515122556,-0.5157075132021147,0.32817750840134574
45,1.875,-662.9909756708843,-11.571375436466552,-320.5418354656284,-5.594510419261147,281.43770097852354,4.912014521318502,982.6112260836643,17.149801162218328,156.31591683614303,2.728227422064333,-37.158017574860885,-0.648529750195241,279.9003808672847,0.2799003808672847,-0.05623427174318473,-0.2518528681279711,0.10840693108320841,922.8752219773411,0.9228752219773411,-0.6741990509838788,-0.12418134967171347,0.6178456986868771,528.2446574056622,0.5282446574056622,-0.3808289086873041,0.28122750179985534,0.23435625149987946
46,1.91667,249.049308469647,4.34673043261034,18.562491404179926,0.3239765923760852,17.883800482066338,0.3121312011818067,-138.8254447472029,-2.422961096384158,40.51046750532993,0.7070410394901807,35.75495542478307,0.6240416960662722,832.0117122674554,0.8320117122674554,-0.05345179189558866,-0.6588294347584991,0.5053020593557582,848.6964129264694,0.8486964129264694,-0.03556968326445009,-0.6589839176391264,0.5336296423922793,835.8341254634145,0.8358341254634145,-0.046871250299975895,-0.6561975041996625,0.5155837532997348
47,1.95833,192.79561092280483,3.3649181939968873,55.10080598485607,0.9616904849383352,-50.95582295748777,-0.8893468836714761,-147.5122985887952,-2.5745752975594614,5.695095438747048,0.09939816662144703,21.58416107825082,0.3767146770962862,459.99263803360424,0.45999263803360424,0.019493837855609722,0.44742685868313353,0.10498773004364341,459.45162781590864,0.45945162781590865,0.24181837596060157,0.390660802847598,0.0019515298961505806,321.03603587829684,0.3210360358782968,0.12306656565050465,0.28129500720115347,0.09376500240038449
48,2.0,192.6086305157153,3.3616547702564556,-6.110869877524523,-0.10665479952374557,-40.39806490841668,-0.7050792440862526,-140.18543583295178,-2.446697418628248,-4.305419755906004,-0.07514375042097035,16.148871371993835,0.2818509759223464,976.6580194858982,0.9766580194858981,0.17422235981863599,0.933774632746175,-0.22709555611039345,998.1279164752458,0.9981279164752458,0.3126175649051096,0.9083822244415738,-0.27087142720965074,907.2086464328847,0.9072086464328847,0.23728570464362797,0.8436825053995661,-0.23435625149987946
49,2.04167,77.75699516020319,1.3571155820028413,29.717297164329505,0.5186646803111242,-34.74801110711463,-0.6064672023387103,-137.43599451827865,-2.3987106150968405,-41.738056779060344,-0.7284665141789425,-15.79787518412796,-0.27572493678213833,312.02850518314705,0.31202850518314706,0.021525329899267302,0.31060785705991273,0.020523336770753714,349.96824846846835,0.34996824846846836,0.1926244177748501,0.2834589211866965,-0.07088475585527398,216.56169355994032,0.21656169355994032,0.10838976631869483,0.18748500119990458,0.0
50,2.08333,13.189231142654368,0.23019550924589263,42.51844806691591,0.7420869116059009,-119.97414868997082,-2.0939439119172323,-143.03496929821003,-2.4964311597427677,-9.52414920526405,-0.16622776208305892,-5.967809501427965,-0.10415792493171923,1098.94583301761,1.09894583301761,0.06025348554364853,1.0088264970783936,-0.43164865362832794,1173.889146028014,1.173889146028014,0.30186690794293997,0.9864726091770326,-0.5601463098109335,983.4156416621771,0.9834156416621771,0.18753000480076698,0.8438850216034515,-0.46882501200191745
51,2.125,-11.304104925915423,-0.19729384994813381,25.406122848850305,0.4434204938785995,-81.93489885350988,-1.4300337572822746,-112.3187984422725,-1.9603328447015331,-10.743011194870077,-0.187500916929093,-21.39992152957412,-0.3734990903594894,262.2838952955936,0.2622838952955936,0.09823537771153142,-0.2218145302282074,-0.09970439547453422,277.6702911223001,0.27767029112230013,0.14943036067277016,-0.2217115416411225,-0.07493564028061371,278.2826300545476,0.2782826300545476,0.11717812574994035,-0.2343562514998807,-0.09374250059995229
